page,capture_date,location,price,size,built,floor,url,text
        div class= kratek itemprop= description strong class= rdeca lj. center, pri hotelu levstrong , 25 m2, soba, adaptirana l. 2010, 66 nad., oddamo sobo z dvema posteljami v centru, oddamo. cena: 350,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360855 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p na izjemni lokaciji od 15.9.2020 dalje oddamo sobo z dvema posteljama, najraje študentkama, saj bo v stanovanju bivala študentka iz nemčije.p p v bližini so vsa avtobusna postajališča in bicikelj, čez cesto pa se nahaja tivoli park. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041531-692 onclick= trackoutboundlink('0.zasebna ponudba 041531-692', 'oglas-click-tel'); 041531-692a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, PRI BOTANIČNEM VRTU",220.0,16.6,1985,1,https://www.nepremicnine.net/oglasi-oddaja/lj-center-pri-botanicnem-vrtu-stanovanje_6349770/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, pri botaničnem vrtustrong , 16,6 m2, soba, zgrajena l. 1985, adaptirana l. 2019, 1p+1+m, dvoposteljna soba blizu centra mesta, oddamo. cena: 220,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6349770 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong sk 070720strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p pri botaničnem vrtu oddamo opremljene dvoposteljno in enoposteljne sobe v poslovno stanovanjskem objektu  študentom. sobe so na novo opremljene, prav tako celotno stanovanje, souporaba kuhinje in dnevnega prostora, kopalnice. pred objektom je dovolj parkirišč za avto, v neposredni bližini sta tudi dve avtobusni postajališči. najemnina znaša 220 eur mesečno po osebi, ( enoposteljna 280 eur),stroški pa od 20 eur do maks. 50 eur. pogoj je vzdrževanje reda in čistoče, kadilci niso zaželjeni.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    popp invest d.o.o. br poklukarjeva ulica 42br 1000 ljubljanabr tel.: a href= tel:031581-258 onclick= trackoutboundlink('popp invest d.o.o. 031581-258', 'oglas-click-tel'); 031581-258a domart - staša koželjp div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, POLJANSKA CESTA 20C",125.0,22.0,1950,3,https://www.nepremicnine.net/oglasi-oddaja/lj-center-poljanska-cesta-20c-stanovanje_6357074/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, poljanska cesta 20cstrong , 22 m2, soba, zgrajena l. 1950, 35 nad., oddaja se postelja v dvoposteljni sobi študentu ali mlajšemu zaposlenemu, oddamo. cena: 125,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- medicinska fakulteta br -- pravna fakulteta br -- zdravstvena fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6357074 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v stanovanju bivava že dve mlajši zaposleni, ki iščeta še tretjo, ki bi si delila sobo. stanovanje je veliko, zajema dve sobi z balkonom, kuhinjo, shrambo, wc, kopalnico in hodnik.p p vseljivo v drugi polovici septembra. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031449-492 onclick= trackoutboundlink('0.zasebna ponudba 031449-492', 'oglas-click-tel'); 031449-492a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, PLECNIKOV STADION, GR",250.0,10.0,2017,VP,https://www.nepremicnine.net/oglasi-oddaja/lj-center-plecnikov-stadion-gr-stanovanje_6332625/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, plecnikov stadion, grstrong , 10 m2, soba, adaptirana l. 2017, vp3 nad., soba v opremljenem stanovanju na zelo lepi in mirni lokaciji v blizini centra ljubljane, oddamo. cena: cca 250,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6332625 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p iscemo sostanovalko, ki bi bivala v sobi (10m2), v dvosobnem stanovanju na zelo lepi in mirni loakaciji.p p  stanovanje se nahaja za bezigradom. od centra mesta je oddaljeno 15min peš oz. 6min s kolesom. p p lpp linije: 6, 11, 18, 14, 20, bicikeljp p infrastruktura: lidl, hofer, merkator center, posta, gospodarsko raztavisce, knjiznica bezigradp p fakultete: ef, fdv, fsv, pfp p stanovanje je popolnoma opremljeno, vkljuceni vsi elektricni aparati (sesalec, pralni stroj, likalnik, hladilnik, tv, grelec za vodo itd.), kuhinjski pribor (krozniki, posoda, jedilni pribor itd.), oprema za spalnico (posteljnina, spalne blazine, pokrivala, brisace itd.).p p v sobi se nahaja postelja 180x 200, dve garderobni omari in tv.p p  v skupni rabi je dnevna soba, kuhinja in kopalnica. p p mozna uporaba kleti in podstresne shrambe.p p vseljivo s 1.oktobrom.p p cena 250€ + stroski (cca. 60€)p p ogled po dogovoru (070 393 041 dejan).p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:070393-041 onclick= trackoutboundlink('0.zasebna ponudba 070393-041', 'oglas-click-tel'); 070393-041a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, ORLOVA ULICA, ZA BOTANIČNIM VRTOM",200.0,18.0,2007,VP,https://www.nepremicnine.net/oglasi-oddaja/lj-center-orlova-ulica-za-botanicnim-vrtom-stanovanje_6359974/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, orlova ulica, za botaničnim vrtomstrong , 18 m2, soba, adaptirana l. 2007, vpvp, opremljena soba v štirisobnem stanovanju v hiši za študente, internet v sobi, souporaba kuhinje, jedilnice, kopalnice, pralni stroj, mesečni stroški poleti cca 30 eur, pozimi 60 eur, možnost parkiranja, bližina centra, lpp št. 3, 27, 1x varščina v višini enomesečne najemnine, stroškov agencije ni, prevzem možen takoj, oddamo. cena: 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6359974 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div div class= kontakt-opis h3 kontaktni podatkih3 p 
    dom-in, agencija d.o.o. br stožice 29dbr 1000 ljubljanabr tel.: a href= tel:051607-577 onclick= trackoutboundlink('dom-in, agencija d.o.o. 051607-577', 'oglas-click-tel'); 051607-577a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, ODLIČNA LOKACIJA",300.0,9.0,1970,9,https://www.nepremicnine.net/oglasi-oddaja/lj-center-odlicna-lokacija-stanovanje_6323870/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, odlična lokacijastrong , 9 m2, soba, zgrajena l. 1970, 912 nad., 9 m2, svetla, čista soba s posteljo, vgradno omaro, pisarniško mizo in stolom. souporaba kuhinje in kopalnice. stroški vključeni, oddamo. cena: 300,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6323870 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p vseljivo s 1.10.2020.p p prednost imajo mlajši zaposleni z interesom po dolgoročnem najemu.p p mlajši zaposleni osebi oddamo v najem svetlo, čisto sobo v izmeri 9m2 s souporabo polno opremljene kuhinje in kopalnice.p p cena mesečnega najema z vključenimi stroški znaša 300€.p p iščemo mirnega, čistoče in reda vajenega najemnikanajemnico.p p soba se nahaja v stanovanju v stolpnici na hrvatskem trgu 2. v neposredni bližini centra. na dosegu roke se nahajajo trgovine - hofer, merkator, špar, pošta,  gimnazije, fakultete, klinični center itd. 10min hoje po trubarjevi ulici do prešernovega trga.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031389-965 onclick= trackoutboundlink('0.zasebna ponudba 031389-965', 'oglas-click-tel'); 031389-965a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, NOVE POLJANE, GASPARIJEVA ULICA",400.0,30.0,1998,2,https://www.nepremicnine.net/oglasi-oddaja/lj-center-nove-poljane-gasparijeva-ulica-stanovanje_6360845/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, nove poljane, gasparijeva ulicastrong , 30 m2, garsonjera, zgrajena l. 1998, 24 nad., stanovanje v urejenem bloku, zelo svetlo, v celoti opremljeno. sprotno lepo vzdrževano. izredno lepa lokacija ob ljubljanici in neposredni bližini vse infrastrukture. nizki mesecni obratovalni stroški. takoj vseljivo, oddaja se za obdobje 11 mesecev z možnostjo podaljšanja, oddamo. cena: 400,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360845 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p najemodajalec pogojuje najem z plačilom ene varščine v višini najemnine, sprotnega mesečnega plačila in najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, t.j. najemnik pri oglaševani najemnini plača 400 eurp div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    fortuna int. d.o.o. br ulica bratov učakar 88br 1000 ljubljanabr tel.: a href= tel:040975-867 onclick= trackoutboundlink('fortuna int. d.o.o. 040975-867', 'oglas-click-tel'); 040975-867a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, LEVSTIKOV TRG 8, 1000",400.0,20.0,1920,1,https://www.nepremicnine.net/oglasi-oddaja/lj-center-levstikov-trg-8-1000-stanovanje_6355736/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, levstikov trg 8, 1000strong , 20 m2, soba, zgrajena l. 1920, adaptirana l. 2014, 1. nad., v strogem centru ljubljane, levstikov trg 8, v 4 sobnem konfortnem študentskem stanovanju oddajamo študentske sobe cca. 20 m2. sobe so dvoposteljne, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- akademija za glasbo br -- filozofska fakulteta br -- pravna fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355736 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v strogem centru ljubljane, levstikov trg 8, v 4 sobnem konfortnem študentskem stanovanju oddajamo študentske sobe cca. 20 m2. sobe so dvoposteljne. stanovanje je v neposredni bližini kampusa cca. 5 min hoje.br neposredna bližina večine fakultet (farmacija, fizika, matematika, filozofska, arhitektura, akademija za glasbo, agrft, pravna fakulteta). do narodno univerzitetne knjižnjice 1 minuta. vse druge izobraževalne ustanove pa tako niso oddaljene več kot 10 min, do postaje lpp pa je 1 min. hoje za vse proge.p p cena na osebo je 200 eurmesec. najkrajši najem je 6 mesecev. br v ceno niso vključeni stroški in se zaračunajo dodatno po porabi.p p gsm: 030 755 337p p price: 200 eur per person per month + costs. minimum rent 6 months.p p https:youtu.bep_azurfc0dyp div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:030755-337 onclick= trackoutboundlink('0.zasebna ponudba 030755-337', 'oglas-click-tel'); 030755-337a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, KRAKOVO",180.0,8.0,2008,P,https://www.nepremicnine.net/oglasi-oddaja/lj-center-krakovo-stanovanje_6360664/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, krakovostrong , 8 m2, soba, zgrajena l. 2008, adaptirana l. 2017, p1 nad., soba za 1 osebo, 8 m2, na novo opremljeno, internet,souporaba kuhinje in kopalnice,mesečni str. 40e, bližina križank, fakultet, lpp,vseljivo takoj, oddamo. cena: cca 180,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-1 a1div  (0 - 10 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360664 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo na novo opremljeno sobo za 1 osebo, 8 m2, adaptirana l. 2017, p, opremljena soba v stanovanjski hiši za študente, internet v sobi, souporaba kuhinje, jedilnice, souporaba kopalnice, pralni in sušilni stroj, mesečni stroški cca 40 eur, lj center, lpp,bližina  fakultet arh,str,el,grad,filo, farm…, bližina križank, varščina v višini enomesečne najemnine, brez provizije, prevzem možen takoj.p p soba je na voljo do junija 2021.p p cena: 180,00 eurmes,p p stanovanje je primerno tudi za študente.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040551-228 onclick= trackoutboundlink('0.zasebna ponudba 040551-228', 'oglas-click-tel'); 040551-228a samo sms !p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, ILIRSKA 32",360.0,10.0,2016,5,https://www.nepremicnine.net/oglasi-oddaja/lj-center-ilirska-32-stanovanje_6360161/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, ilirska 32strong , 10 m2, soba, adaptirana l. 2016, 55 nad., oddamo. cena: 360,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-2 a2div  (10 - 15 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360161 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
